;p.u.
;PV
2276;0
2277;0
2278;0
2279;0
2280;0
2281;0
2282;0
2283;0
2284;0
2285;0
2286;0
2287;0
2288;0
2289;0
2290;0
2291;0
2292;0
2293;0
2294;0
2295;0
2296;0
2297;0
2298;0
2299;0
2300;0
2301;0
2302;0
2303;0
2304;0
2305;0
2306;0
2307;0
2308;0
2309;0
2310;0
2311;0
2312;0
2313;0
2314;0
2315;0
2316;0
2317;0
2318;0
2319;0
2320;0
2321;0
2322;0
2323;0
2324;0
2325;0
2326;0
2327;0
2328;0
2329;0
2330;0,001966667
2331;0,003933333
2332;0,0059
2333;0,007866667
2334;0,0132
2335;0,018533333
2336;0,023866667
2337;0,0292
2338;0,031741667
2339;0,034283333
2340;0,036825
2341;0,039366667
2342;0,046091667
2343;0,052816667
2344;0,059541667
2345;0,066266667
2346;0,058075
2347;0,049883333
2348;0,041691667
2349;0,0335
2350;0,036841667
2351;0,040183333
2352;0,043525
2353;0,046866667
2354;0,048291667
2355;0,049716667
2356;0,051141667
2357;0,052566667
2358;0,042708333
2359;0,03285
2360;0,022991667
2361;0,013133333
2362;0,009941667
2363;0,00675
2364;0,003558333
2365;0,000366667
2366;0,000275
2367;0,000183333
2368;9,17E-05
2369;0
2370;0
2371;0
2372;0
2373;0
2374;0
2375;0
2376;0
2377;0
2378;0
2379;0
2380;0
2381;0
2382;0
2383;0
2384;0
2385;0
2386;0
2387;0
2388;0
2389;0
2390;0
2391;0
2392;0
2393;0
2394;0
2395;0
2396;0
2397;0
2398;0
2399;0
2400;0
2401;0
2402;0
2403;0
2404;0
2405;0
2406;0
2407;0
2408;0
2409;0
2410;0
2411;0
2412;0
2413;0
2414;0
2415;0
2416;0
2417;0
2418;0
2419;0
2420;0
2421;0
2422;0
2423;0
2424;0
2425;0
2426;0,002266667
2427;0,004533333
2428;0,0068
2429;0,009066667
2430;0,026791667
2431;0,044516667
2432;0,062241667
2433;0,079966667
2434;0,145133333
2435;0,2103
2436;0,275466667
2437;0,340633333
2438;0,416233333
2439;0,491833333
2440;0,567433333
2441;0,643033333
2442;0,65645
2443;0,669866667
2444;0,683283333
2445;0,6967
2446;0,7015
2447;0,7063
2448;0,7111
2449;0,7159
2450;0,703058333
2451;0,690216667
2452;0,677375
2453;0,664533333
2454;0,607283333
2455;0,550033333
2456;0,492783333
2457;0,435533333
2458;0,370741667
2459;0,30595
2460;0,241158333
2461;0,176366667
2462;0,136483333
2463;0,0966
2464;0,056716667
2465;0,016833333
2466;0,012625
2467;0,008416667
2468;0,004208333
2469;0
2470;0
2471;0
2472;0
2473;0
2474;0
2475;0
2476;0
2477;0
2478;0
2479;0
2480;0
2481;0
2482;0
2483;0
2484;0
2485;0
2486;0
2487;0
2488;0
2489;0
2490;0
2491;0
2492;0
2493;0
2494;0
2495;0
2496;0
2497;0
2498;0
2499;0
2500;0
2501;0
2502;0
2503;0
2504;0
2505;0
2506;0
2507;0
2508;0
2509;0
2510;0
2511;0
2512;0
2513;0
2514;0
2515;0
2516;0
2517;0
2518;0
2519;0
2520;0
2521;0
2522;0,00145
2523;0,0029
2524;0,00435
2525;0,0058
2526;0,026741667
2527;0,047683333
2528;0,068625
2529;0,089566667
2530;0,1793
2531;0,269033333
2532;0,358766667
2533;0,4485
2534;0,48135
2535;0,5142
2536;0,54705
2537;0,5799
2538;0,610666667
2539;0,641433333
2540;0,6722
2541;0,702966667
2542;0,703808333
2543;0,70465
2544;0,705491667
2545;0,706333333
2546;0,692216667
2547;0,6781
2548;0,663983333
2549;0,649866667
2550;0,614066667
2551;0,578266667
2552;0,542466667
2553;0,506666667
2554;0,426608333
2555;0,34655
2556;0,266491667
2557;0,186433333
2558;0,146241667
2559;0,10605
2560;0,065858333
2561;0,025666667
2562;0,01925
2563;0,012833333
2564;0,006416667
2565;0
2566;0
2567;0
2568;0
2569;0
2570;0
2571;0
2572;0
2573;0
2574;0
2575;0
2576;0
2577;0
2578;0
2579;0
2580;0
2581;0
2582;0
2583;0
2584;0
2585;0
2586;0
2587;0
2588;0
2589;0
2590;0
2591;0
2592;0
2593;0
2594;0
2595;0
2596;0
2597;0
2598;0
2599;0
2600;0
2601;0
2602;0
2603;0
2604;0
2605;0
2606;0
2607;0
2608;0
2609;0
2610;0
2611;0
2612;0
2613;0
2614;0
2615;0
2616;0
2617;0
2618;0,004
2619;0,008
2620;0,012
2621;0,016
2622;0,039341667
2623;0,062683333
2624;0,086025
2625;0,109366667
2626;0,187575
2627;0,265783333
2628;0,343991667
2629;0,4222
2630;0,420241667
2631;0,418283333
2632;0,416325
2633;0,414366667
2634;0,47595
2635;0,537533333
2636;0,599116667
2637;0,6607
2638;0,639775
2639;0,61885
2640;0,597925
2641;0,577
2642;0,531233333
2643;0,485466667
2644;0,4397
2645;0,393933333
2646;0,398058333
2647;0,402183333
2648;0,406308333
2649;0,410433333
2650;0,35635
2651;0,302266667
2652;0,248183333
2653;0,1941
2654;0,151675
2655;0,10925
2656;0,066825
2657;0,0244
2658;0,0183
2659;0,0122
2660;0,0061
2661;0
2662;0
2663;0
2664;0
2665;0
2666;0
2667;0
2668;0
2669;0
2670;0
2671;0
2672;0
2673;0
2674;0
2675;0
2676;0
2677;0
2678;0
2679;0
2680;0
2681;0
2682;0
2683;0
2684;0
2685;0
2686;0
2687;0
2688;0
2689;0
2690;0
2691;0
2692;0
2693;0
2694;0
2695;0
2696;0
2697;0
2698;0
2699;0
2700;0
2701;0
2702;0
2703;0
2704;0
2705;0
2706;0
2707;0
2708;0
2709;0
2710;0
2711;0
2712;0
2713;0
2714;0,000325
2715;0,00065
2716;0,000975
2717;0,0013
2718;0,005841667
2719;0,010383333
2720;0,014925
2721;0,019466667
2722;0,0284
2723;0,037333333
2724;0,046266667
2725;0,0552
2726;0,053683333
2727;0,052166667
2728;0,05065
2729;0,049133333
2730;0,043741667
2731;0,03835
2732;0,032958333
2733;0,027566667
2734;0,031016667
2735;0,034466667
2736;0,037916667
2737;0,041366667
2738;0,0429
2739;0,044433333
2740;0,045966667
2741;0,0475
2742;0,045758333
2743;0,044016667
2744;0,042275
2745;0,040533333
2746;0,0364
2747;0,032266667
2748;0,028133333
2749;0,024
2750;0,018375
2751;0,01275
2752;0,007125
2753;0,0015
2754;0,001125
2755;0,00075
2756;0,000375
2757;0
2758;0
2759;0
2760;0
2761;0
2762;0
2763;0
2764;0
2765;0
2766;0
2767;0
2768;0
2769;0
2770;0
2771;0
2772;0
2773;0
2774;0
2775;0
2776;0
2777;0
2778;0
2779;0
2780;0
2781;0
2782;0
2783;0
2784;0
2785;0
2786;0
2787;0
2788;0
2789;0
2790;0
2791;0
2792;0
2793;0
2794;0
2795;0
2796;0
2797;0
2798;0
2799;0
2800;0
2801;0
2802;0
2803;0
2804;0
2805;0
2806;0
2807;0
2808;0
2809;0
2810;0,001608333
2811;0,003216667
2812;0,004825
2813;0,006433333
2814;0,035325
2815;0,064216667
2816;0,093108333
2817;0,122
2818;0,202975
2819;0,28395
2820;0,364925
2821;0,4459
2822;0,478658333
2823;0,511416667
2824;0,544175
2825;0,576933333
2826;0,591233333
2827;0,605533333
2828;0,619833333
2829;0,634133333
2830;0,634916667
2831;0,6357
2832;0,636483333
2833;0,637266667
2834;0,6305
2835;0,623733333
2836;0,616966667
2837;0,6102
2838;0,568916667
2839;0,527633333
2840;0,48635
2841;0,445066667
2842;0,38835
2843;0,331633333
2844;0,274916667
2845;0,2182
2846;0,169891667
2847;0,121583333
2848;0,073275
2849;0,024966667
2850;0,018725
2851;0,012483333
2852;0,006241667
2853;0
2854;0
2855;0
2856;0
2857;0
2858;0
2859;0
2860;0
2861;0
2862;0
2863;0
2864;0
2865;0
2866;0
2867;0
2868;0
2869;0
2870;0
2871;0
2872;0
2873;0
2874;0
2875;0
2876;0
2877;0
2878;0
2879;0
2880;0
2881;0
2882;0
2883;0
2884;0
2885;0
2886;0
2887;0
2888;0
2889;0
2890;0
2891;0
2892;0
2893;0
2894;0
2895;0
2896;0
2897;0
2898;0
2899;0
2900;0
2901;0
2902;0
2903;0
2904;0
2905;0
2906;0
2907;0
2908;0
2909;0
2910;0,001341667
2911;0,002683333
2912;0,004025
2913;0,005366667
2914;0,006608333
2915;0,00785
2916;0,009091667
2917;0,010333333
2918;0,01305
2919;0,015766667
2920;0,018483333
2921;0,0212
2922;0,025975
2923;0,03075
2924;0,035525
2925;0,0403
2926;0,04395
2927;0,0476
2928;0,05125
2929;0,0549
2930;0,061408333
2931;0,067916667
2932;0,074425
2933;0,080933333
2934;0,085925
2935;0,090916667
2936;0,095908333
2937;0,1009
2938;0,084291667
2939;0,067683333
2940;0,051075
2941;0,034466667
2942;0,027741667
2943;0,021016667
2944;0,014291667
2945;0,007566667
2946;0,005675
2947;0,003783333
2948;0,001891667
2949;0
2950;0
2951;0
2952;0
2953;0
2954;0
2955;0
2956;0
2957;0
2958;0
2959;0
2960;0
2961;0
2962;0
2963;0
2964;0
2965;0
2966;0
2967;0
2968;0
2969;0
2970;0
2971;0
2972;0
2973;0
2974;0
2975;0
2976;0
2977;0
2978;0
2979;0
2980;0
2981;0
2982;0
2983;0
2984;0
2985;0
2986;0
2987;0
2988;0
2989;0
2990;0
2991;0
2992;0
2993;0
2994;0
2995;0
2996;0
2997;0
2998;0
2999;0
3000;0
3001;0
3002;0,001191667
3003;0,002383333
3004;0,003575
3005;0,004766667
3006;0,024275
3007;0,043783333
3008;0,063291667
3009;0,0828
3010;0,084566667
3011;0,086333333
3012;0,0881
3013;0,089866667
3014;0,105991667
3015;0,122116667
3016;0,138241667
3017;0,154366667
3018;0,18995
3019;0,225533333
3020;0,261116667
3021;0,2967
3022;0,3435
3023;0,3903
3024;0,4371
3025;0,4839
3026;0,484191667
3027;0,484483333
3028;0,484775
3029;0,485066667
3030;0,442
3031;0,398933333
3032;0,355866667
3033;0,3128
3034;0,25295
3035;0,1931
3036;0,13325
3037;0,0734
3038;0,0582
3039;0,043
3040;0,0278
3041;0,0126
3042;0,009491667
3043;0,006383333
3044;0,003275
3045;0,000166667
3046;0,000125
3047;8,33E-05
3048;4,17E-05
3049;0
3050;0
3051;0
3052;0
3053;0
3054;0
3055;0
3056;0
3057;0
3058;0
3059;0
3060;0
3061;0
3062;0
3063;0
3064;0
3065;0
3066;0
3067;0
3068;0
3069;0
3070;0
3071;0
3072;0
3073;0
3074;0
3075;0
3076;0
3077;0
3078;0
3079;0
3080;0
3081;0
3082;0
3083;0
3084;0
3085;0
3086;0
3087;0
3088;0
3089;0
3090;0
3091;0
3092;0
3093;0
3094;0
3095;0
3096;0
3097;0
3098;0,001991667
3099;0,003983333
3100;0,005975
3101;0,007966667
3102;0,033741667
3103;0,059516667
3104;0,085291667
3105;0,111066667
3106;0,156525
3107;0,201983333
3108;0,247441667
3109;0,2929
3110;0,369875
3111;0,44685
3112;0,523825
3113;0,6008
3114;0,618183333
3115;0,635566667
3116;0,65295
3117;0,670333333
3118;0,669866667
3119;0,6694
3120;0,668933333
3121;0,668466667
3122;0,659616667
3123;0,650766667
3124;0,641916667
3125;0,633066667
3126;0,60415
3127;0,575233333
3128;0,546316667
3129;0,5174
3130;0,453333333
3131;0,389266667
3132;0,3252
3133;0,261133333
3134;0,201241667
3135;0,14135
3136;0,081458333
3137;0,021566667
3138;0,016258333
3139;0,01095
3140;0,005641667
3141;0,000333333
3142;0,00025
3143;0,000166667
3144;8,33E-05
3145;0
3146;0
3147;0
3148;0
3149;0
3150;0
3151;0
3152;0
3153;0
3154;0
3155;0
3156;0
3157;0
3158;0
3159;0
3160;0
3161;0
3162;0
3163;0
3164;0
3165;0
3166;0
3167;0
3168;0
3169;0
3170;0
3171;0
3172;0
3173;0
3174;0
3175;0
3176;0
3177;0
3178;0
3179;0
3180;0
3181;0
3182;0
3183;0
3184;0
3185;0
3186;0
3187;0
3188;0
3189;0
3190;0
3191;0
3192;0
3193;0
3194;0,001583333
3195;0,003166667
3196;0,00475
3197;0,006333333
3198;0,045316667
3199;0,0843
3200;0,123283333
3201;0,162266667
3202;0,203966667
3203;0,245666667
3204;0,287366667
3205;0,329066667
3206;0,405941667
3207;0,482816667
3208;0,559691667
3209;0,636566667
3210;0,5352
3211;0,433833333
3212;0,332466667
3213;0,2311
3214;0,225991667
3215;0,220883333
3216;0,215775
3217;0,210666667
3218;0,207766667
3219;0,204866667
3220;0,201966667
3221;0,199066667
3222;0,184658333
3223;0,17025
3224;0,155841667
3225;0,141433333
3226;0,137625
3227;0,133816667
3228;0,130008333
3229;0,1262
3230;0,102116667
3231;0,078033333
3232;0,05395
3233;0,029866667
3234;0,022458333
3235;0,01505
3236;0,007641667
3237;0,000233333
3238;0,000175
3239;0,000116667
3240;5,83E-05
3241;0
3242;0
3243;0
3244;0
3245;0
3246;0
3247;0
3248;0
3249;0
3250;0
3251;0
3252;0
3253;0
3254;0
3255;0
3256;0
3257;0
3258;0
3259;0
3260;0
3261;0
3262;0
3263;0
3264;0
3265;0
3266;0
3267;0
3268;0
3269;0
3270;0
3271;0
3272;0
3273;0
3274;0
3275;0
3276;0
3277;0
3278;0
3279;0
3280;0
3281;0
3282;0
3283;0
3284;0
3285;0
3286;0
3287;0
3288;0
3289;0
3290;0,005433333
3291;0,010866667
3292;0,0163
3293;0,021733333
3294;0,039191667
3295;0,05665
3296;0,074108333
3297;0,091566667
3298;0,113633333
3299;0,1357
3300;0,157766667
3301;0,179833333
3302;0,203333333
3303;0,226833333
3304;0,250333333
3305;0,273833333
3306;0,27845
3307;0,283066667
3308;0,287683333
3309;0,2923
3310;0,300033333
3311;0,307766667
3312;0,3155
3313;0,323233333
3314;0,285358333
3315;0,247483333
3316;0,209608333
3317;0,171733333
3318;0,157983333
3319;0,144233333
3320;0,130483333
3321;0,116733333
3322;0,118125
3323;0,119516667
3324;0,120908333
3325;0,1223
3326;0,099458333
3327;0,076616667
3328;0,053775
3329;0,030933333
3330;0,0232
3331;0,015466667
3332;0,007733333
3333;0
3334;0
3335;0
3336;0
3337;0
3338;0
3339;0
3340;0
3341;0
3342;0
3343;0
3344;0
3345;0
3346;0
3347;0
3348;0
3349;0
3350;0
3351;0
3352;0
3353;0
3354;0
3355;0
3356;0
3357;0
3358;0
3359;0
3360;0
3361;0
3362;0
3363;0
3364;0
3365;0
3366;0
3367;0
3368;0
3369;0
3370;0
3371;0
3372;0
3373;0
3374;0
3375;0
3376;0
3377;0
3378;0
3379;0
3380;0
3381;0
3382;0
3383;0
3384;0
3385;0
3386;0,005366667
3387;0,010733333
3388;0,0161
3389;0,021466667
3390;0,063641667
3391;0,105816667
3392;0,147991667
3393;0,190166667
3394;0,241291667
3395;0,292416667
3396;0,343541667
3397;0,394666667
3398;0,366225
3399;0,337783333
3400;0,309341667
3401;0,2809
3402;0,273391667
3403;0,265883333
3404;0,258375
3405;0,250866667
3406;0,24725
3407;0,243633333
3408;0,240016667
3409;0,2364
3410;0,267
3411;0,2976
3412;0,3282
3413;0,3588
3414;0,350058333
3415;0,341316667
3416;0,332575
3417;0,323833333
3418;0,3042
3419;0,284566667
3420;0,264933333
3421;0,2453
3422;0,194975
3423;0,14465
3424;0,094325
3425;0,044
3426;0,033666667
3427;0,023333333
3428;0,013
3429;0,002666667
3430;0,002
3431;0,001333333
3432;0,000666667
3433;0
3434;0
3435;0
3436;0
3437;0
3438;0
3439;0
3440;0
3441;0
3442;0
3443;0
3444;0
3445;0
3446;0
3447;0
3448;0
3449;0
3450;0
3451;0
3452;0
3453;0
3454;0
3455;0
3456;0
3457;0
3458;0
3459;0
3460;0
3461;0
3462;0
3463;0
3464;0
3465;0
3466;0
3467;0
3468;0
3469;0
3470;0
3471;0
3472;0
3473;0
3474;0
3475;0
3476;0
3477;0
3478;0
3479;0
3480;0
3481;0
3482;0,002725
3483;0,00545
3484;0,008175
3485;0,0109
3486;0,039091667
3487;0,067283333
3488;0,095475
3489;0,123666667
3490;0,1673
3491;0,210933333
3492;0,254566667
3493;0,2982
3494;0,338333333
3495;0,378466667
3496;0,4186
3497;0,458733333
3498;0,496791667
3499;0,53485
3500;0,572908333
3501;0,610966667
3502;0,602683333
3503;0,5944
3504;0,586116667
3505;0,577833333
3506;0,559991667
3507;0,54215
3508;0,524308333
3509;0,506466667
3510;0,468791667
3511;0,431116667
3512;0,393441667
3513;0,355766667
3514;0,322425
3515;0,289083333
3516;0,255741667
3517;0,2224
3518;0,179525
3519;0,13665
3520;0,093775
3521;0,0509
3522;0,03925
3523;0,0276
3524;0,01595
3525;0,0043
3526;0,003225
3527;0,00215
3528;0,001075
3529;0
3530;0
3531;0
3532;0
3533;0
3534;0
3535;0
3536;0
3537;0
3538;0
3539;0
3540;0
3541;0
3542;0
3543;0
3544;0
3545;0
3546;0
3547;0
3548;0
3549;0
3550;0
3551;0
3552;0
3553;0
3554;0
3555;0
3556;0
3557;0
3558;0
3559;0
3560;0
3561;0
3562;0
3563;0
3564;0
3565;0
3566;0
3567;0
3568;0
3569;0
3570;0
3571;0
3572;0
3573;0
3574;0
3575;0
3576;0
3577;0
3578;0,002716667
3579;0,005433333
3580;0,00815
3581;0,010866667
3582;0,025933333
3583;0,041
3584;0,056066667
3585;0,071133333
3586;0,109825
3587;0,148516667
3588;0,187208333
3589;0,2259
3590;0,267975
3591;0,31005
3592;0,352125
3593;0,3942
3594;0,391208333
3595;0,388216667
3596;0,385225
3597;0,382233333
3598;0,339108333
3599;0,295983333
3600;0,252858333
3601;0,209733333
3602;0,18595
3603;0,162166667
3604;0,138383333
3605;0,1146
3606;0,100083333
3607;0,085566667
3608;0,07105
3609;0,056533333
3610;0,0491
3611;0,041666667
3612;0,034233333
3613;0,0268
3614;0,020191667
3615;0,013583333
3616;0,006975
3617;0,000366667
3618;0,000275
3619;0,000183333
3620;9,17E-05
3621;0
3622;0
3623;0
3624;0
3625;0
3626;0
3627;0
3628;0
3629;0
3630;0
3631;0
3632;0
3633;0
3634;0
3635;0
3636;0
3637;0
3638;0
3639;0
3640;0
3641;0
3642;0
3643;0
3644;0
3645;0
3646;0
3647;0
3648;0
3649;0
3650;0
3651;0
3652;0
3653;0
3654;0
3655;0
3656;0
3657;0
3658;0
3659;0
3660;0
3661;0
3662;0
3663;0
3664;0
3665;0
3666;0
3667;0
3668;0
3669;0
3670;0
3671;0
3672;0
3673;0
3674;0,001225
3675;0,00245
3676;0,003675
3677;0,0049
3678;0,023833333
3679;0,042766667
3680;0,0617
3681;0,080633333
3682;0,084983333
3683;0,089333333
3684;0,093683333
3685;0,098033333
3686;0,112658333
3687;0,127283333
3688;0,141908333
3689;0,156533333
3690;0,186416667
3691;0,2163
3692;0,246183333
3693;0,276066667
3694;0,363316667
3695;0,450566667
3696;0,537816667
3697;0,625066667
3698;0,632216667
3699;0,639366667
3700;0,646516667
3701;0,653666667
3702;0,627708333
3703;0,60175
3704;0,575791667
3705;0,549833333
3706;0,502041667
3707;0,45425
3708;0,406458333
3709;0,358666667
3710;0,281316667
3711;0,203966667
3712;0,126616667
3713;0,049266667
3714;0,037658333
3715;0,02605
3716;0,014441667
3717;0,002833333
3718;0,002125
3719;0,001416667
3720;0,000708333
3721;0
3722;0
3723;0
3724;0
3725;0
3726;0
3727;0
3728;0
3729;0
3730;0
3731;0
3732;0
3733;0
3734;0
3735;0
3736;0
3737;0
3738;0
3739;0
3740;0
3741;0
3742;0
3743;0
3744;0
3745;0
3746;0
3747;0
3748;0
3749;0
3750;0
3751;0
3752;0
3753;0
3754;0
3755;0
3756;0
3757;0
3758;0
3759;0
3760;0
3761;0
3762;0
3763;0
3764;0
3765;0
3766;0
3767;0
3768;0
3769;0
3770;0
3771;0
3772;0
3773;0
3774;0,000908333
3775;0,001816667
3776;0,002725
3777;0,003633333
3778;0,008491667
3779;0,01335
3780;0,018208333
3781;0,023066667
3782;0,027816667
3783;0,032566667
3784;0,037316667
3785;0,042066667
3786;0,061691667
3787;0,081316667
3788;0,100941667
3789;0,120566667
3790;0,147725
3791;0,174883333
3792;0,202041667
3793;0,2292
3794;0,297875
3795;0,36655
3796;0,435225
3797;0,5039
3798;0,4952
3799;0,4865
3800;0,4778
3801;0,4691
3802;0,419816667
3803;0,370533333
3804;0,32125
3805;0,271966667
3806;0,21765
3807;0,163333333
3808;0,109016667
3809;0,0547
3810;0,041908333
3811;0,029116667
3812;0,016325
3813;0,003533333
3814;0,00265
3815;0,001766667
3816;0,000883333
3817;0
3818;0
3819;0
3820;0
3821;0
3822;0
3823;0
3824;0
3825;0
3826;0
3827;0
3828;0
3829;0
3830;0
3831;0
3832;0
3833;0
3834;0
3835;0
3836;0
3837;0
3838;0
3839;0
3840;0
3841;0
3842;0
3843;0
3844;0
3845;0
3846;0
3847;0
3848;0
3849;0
3850;0
3851;0
3852;0
3853;0
3854;0
3855;0
3856;0
3857;0
3858;0
3859;0
3860;0
3861;0
3862;0
3863;0
3864;0
3865;0
3866;0
3867;0
3868;0
3869;0
3870;0,001908333
3871;0,003816667
3872;0,005725
3873;0,007633333
3874;0,0197
3875;0,031766667
3876;0,043833333
3877;0,0559
3878;0,060675
3879;0,06545
3880;0,070225
3881;0,075
3882;0,076916667
3883;0,078833333
3884;0,08075
3885;0,082666667
3886;0,099408333
3887;0,11615
3888;0,132891667
3889;0,149633333
3890;0,127508333
3891;0,105383333
3892;0,083258333
3893;0,061133333
3894;0,071241667
3895;0,08135
3896;0,091458333
3897;0,101566667
3898;0,080158333
3899;0,05875
3900;0,037341667
3901;0,015933333
3902;0,01195
3903;0,007966667
3904;0,003983333
3905;0
3906;0
3907;0
3908;0
3909;0
3910;0
3911;0
3912;0
3913;0
3914;0
3915;0
3916;0
3917;0
3918;0
3919;0
3920;0
3921;0
3922;0
3923;0
3924;0
3925;0
3926;0
3927;0
3928;0
3929;0
3930;0
3931;0
3932;0
3933;0
3934;0
3935;0
3936;0
3937;0
3938;0
3939;0
3940;0
3941;0
3942;0
3943;0
3944;0
3945;0
3946;0
3947;0
3948;0
3949;0
3950;0
3951;0
3952;0
3953;0
3954;0
3955;0
3956;0
3957;0
3958;0
3959;0
3960;0
3961;0
3962;0,004083333
3963;0,008166667
3964;0,01225
3965;0,016333333
3966;0,058866667
3967;0,1014
3968;0,143933333
3969;0,186466667
3970;0,277025
3971;0,367583333
3972;0,458141667
3973;0,5487
3974;0,591441667
3975;0,634183333
3976;0,676925
3977;0,719666667
3978;0,723858333
3979;0,72805
3980;0,732241667
3981;0,736433333
3982;0,739191667
3983;0,74195
3984;0,744708333
3985;0,747466667
3986;0,716566667
3987;0,685666667
3988;0,654766667
3989;0,623866667
3990;0,505941667
3991;0,388016667
3992;0,270091667
3993;0,152166667
3994;0,174325
3995;0,196483333
3996;0,218641667
3997;0,2408
3998;0,194583333
3999;0,148366667
4000;0,10215
4001;0,055933333
4002;0,043041667
4003;0,03015
4004;0,017258333
4005;0,004366667
4006;0,003275
4007;0,002183333
4008;0,001091667
4009;0
4010;0
4011;0
4012;0
4013;0
4014;0
4015;0
4016;0
4017;0
4018;0
4019;0
4020;0
4021;0
4022;0
4023;0
4024;0
4025;0
4026;0
4027;0
4028;0
4029;0
4030;0
4031;0
4032;0
4033;0
4034;0
4035;0
4036;0
4037;0
4038;0
4039;0
4040;0
4041;0
4042;0
4043;0
4044;0
4045;0
4046;0
4047;0
4048;0
4049;0
4050;0
4051;0
4052;0
4053;0
4054;0
4055;0
4056;0
4057;0
4058;0,006858333
4059;0,013716667
4060;0,020575
4061;0,027433333
4062;0,048333333
4063;0,069233333
4064;0,090133333
4065;0,111033333
4066;0,147491667
4067;0,18395
4068;0,220408333
4069;0,256866667
4070;0,276166667
4071;0,295466667
4072;0,314766667
4073;0,334066667
4074;0,347225
4075;0,360383333
4076;0,373541667
4077;0,3867
4078;0,44145
4079;0,4962
4080;0,55095
4081;0,6057
4082;0,612216667
4083;0,618733333
4084;0,62525
4085;0,631766667
4086;0,530441667
4087;0,429116667
4088;0,327791667
4089;0,226466667
4090;0,189916667
4091;0,153366667
4092;0,116816667
4093;0,080266667
4094;0,066116667
4095;0,051966667
4096;0,037816667
4097;0,023666667
4098;0,01775
4099;0,011833333
4100;0,005916667
4101;0
4102;0
4103;0
4104;0
4105;0
4106;0
4107;0
4108;0
4109;0
4110;0
4111;0
4112;0
4113;0
4114;0
4115;0
4116;0
4117;0
4118;0
4119;0
4120;0
4121;0
4122;0
4123;0
4124;0
4125;0
4126;0
4127;0
4128;0
4129;0
4130;0
4131;0
4132;0
4133;0
4134;0
4135;0
4136;0
4137;0
4138;0
4139;0
4140;0
4141;0
4142;0
4143;0
4144;0
4145;0
4146;0
4147;0
4148;0
4149;0
4150;0
4151;0
4152;0
4153;0
4154;0,001308333
4155;0,002616667
4156;0,003925
4157;0,005233333
4158;0,010258333
4159;0,015283333
4160;0,020308333
4161;0,025333333
4162;0,033975
4163;0,042616667
4164;0,051258333
4165;0,0599
4166;0,078908333
4167;0,097916667
4168;0,116925
4169;0,135933333
4170;0,134716667
4171;0,1335
4172;0,132283333
4173;0,131066667
4174;0,13145
4175;0,131833333
4176;0,132216667
4177;0,1326
4178;0,140983333
4179;0,149366667
4180;0,15775
4181;0,166133333
4182;0,166291667
4183;0,16645
4184;0,166608333
4185;0,166766667
4186;0,146191667
4187;0,125616667
4188;0,105041667
4189;0,084466667
4190;0,075625
4191;0,066783333
4192;0,057941667
4193;0,0491
4194;0,039
4195;0,0289
4196;0,0188
4197;0,0087
4198;0,006525
4199;0,00435
4200;0,002175
4201;0
4202;0
4203;0
4204;0
4205;0
4206;0
4207;0
4208;0
4209;0
4210;0
4211;0
4212;0
4213;0
4214;0
4215;0
4216;0
4217;0
4218;0
4219;0
4220;0
4221;0
4222;0
4223;0
4224;0
4225;0
4226;0
4227;0
4228;0
4229;0
4230;0
4231;0
4232;0
4233;0
4234;0
4235;0
4236;0
4237;0
4238;0
4239;0
4240;0
4241;0
4242;0
4243;0
4244;0
4245;0
4246;0
4247;0
4248;0
4249;0
4250;0,00375
4251;0,0075
4252;0,01125
4253;0,015
4254;0,079016667
4255;0,143033333
4256;0,20705
4257;0,271066667
4258;0,337958333
4259;0,40485
4260;0,471741667
4261;0,538633333
4262;0,580191667
4263;0,62175
4264;0,663308333
4265;0,704866667
4266;0,726116667
4267;0,747366667
4268;0,768616667
4269;0,789866667
4270;0,793383333
4271;0,7969
4272;0,800416667
4273;0,803933333
4274;0,788925
4275;0,773916667
4276;0,758908333
4277;0,7439
4278;0,714516667
4279;0,685133333
4280;0,65575
4281;0,626366667
4282;0,578316667
4283;0,530266667
4284;0,482216667
